description,industry,level,size,line_code,value
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,"Petroleum, coal, chemical, & associated product",2,total,C2501,12
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Non-metallic mineral product,2,total,C2501,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Metal product,2,total,C2501,9
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Transport and industrial machinery & equipment,2,total,C2501,9
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Other machinery & equipment,2,total,C2501,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Other manufacturing,2,total,C2501,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,"Electricity, gas, water, & waste services",1,total,C2501,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Construction,1,total,C2501,42
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Wholesale trade,1,total,C2501,33
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Machinery & equipment wholesaling,2,total,C2501,9
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Other wholesale trade,2,total,C2501,24
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Retail trade,1,total,C2501,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Accommodation & food services,1,total,C2501,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,"Transport, postal, & warehousing",1,total,C2501,48
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Information media & telecommunications,1,total,C2501,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Publishing,2,total,C2501,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Motion picture,2,total,C2501,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Telecommunications,2,total,C2501,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Financial & insurance services,1,total,C2501,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Finance,2,total,C2501,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Insurance,2,total,C2501,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Auxiliary,2,total,C2501,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,"Rental, hiring, & real estate services",1,total,C2501,12
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,"Professional, scientific, & technical services",1,total,C2501,24
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Computer systems design,2,total,C2501,12
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Other professional scientific,2,total,C2501,15
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Administrative & support services,1,total,C2501,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Education & training,1,total,C2501,12
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Health care & social assistance,1,total,C2501,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Arts & recreation services,1,total,C2501,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,Other services,1,total,C2501,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited understanding of overseas and regulatory frameworks,total,0,total,C2501,252
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,total,0,6–19 employees,C2502,117
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,total,0,20–49 employees,C2502,51
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,total,0,50–99 employees,C2502,9
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,total,0,100+ employees,C2502,18
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,"Agriculture, forestry, & fishing",1,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Agriculture,2,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Commercial fishing,2,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Forestry & logging,2,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,"Agriculture, forestry, & fishing support services",2,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Mining,1,total,C2502,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Manufacturing,1,total,C2502,54
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,"Food, beverage, & tobacco",2,total,C2502,30
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,"Textile, clothing, footwear, & leather",2,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Wood & paper product,2,total,C2502,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,"Printing, publishing, & recorded media",2,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,"Petroleum, coal, chemical, & associated product",2,total,C2502,9
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Non-metallic mineral product,2,total,C2502,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Metal product,2,total,C2502,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Transport and industrial machinery & equipment,2,total,C2502,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Other machinery & equipment,2,total,C2502,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Other manufacturing,2,total,C2502,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,"Electricity, gas, water, & waste services",1,total,C2502,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Construction,1,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Wholesale trade,1,total,C2502,33
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Machinery & equipment wholesaling,2,total,C2502,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Other wholesale trade,2,total,C2502,30
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Retail trade,1,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Accommodation & food services,1,total,C2502,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,"Transport, postal, & warehousing",1,total,C2502,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Information media & telecommunications,1,total,C2502,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Publishing,2,total,C2502,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Motion picture,2,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Telecommunications,2,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Financial & insurance services,1,total,C2502,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Finance,2,total,C2502,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Insurance,2,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Auxiliary,2,total,C2502,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,"Rental, hiring, & real estate services",1,total,C2502,12
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,"Professional, scientific, & technical services",1,total,C2502,21
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Computer systems design,2,total,C2502,12
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Other professional scientific,2,total,C2502,12
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Administrative & support services,1,total,C2502,24
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Education & training,1,total,C2502,27
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Health care & social assistance,1,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Arts & recreation services,1,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,Other services,1,total,C2502,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - limited access to finance for overseas legal and regulatory frameworks,total,0,total,C2502,195
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,total,0,6–19 employees,C2503,108
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,total,0,20–49 employees,C2503,39
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,total,0,50–99 employees,C2503,12
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,total,0,100+ employees,C2503,24
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,"Agriculture, forestry, & fishing",1,total,C2503,12
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Agriculture,2,total,C2503,9
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Commercial fishing,2,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Forestry & logging,2,total,C2503,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,"Agriculture, forestry, & fishing support services",2,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Mining,1,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Manufacturing,1,total,C2503,54
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,"Food, beverage, & tobacco",2,total,C2503,33
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,"Textile, clothing, footwear, & leather",2,total,C2503,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Wood & paper product,2,total,C2503,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,"Printing, publishing, & recorded media",2,total,C2503,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,"Petroleum, coal, chemical, & associated product",2,total,C2503,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Non-metallic mineral product,2,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Metal product,2,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Transport and industrial machinery & equipment,2,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Other machinery & equipment,2,total,C2503,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Other manufacturing,2,total,C2503,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,"Electricity, gas, water, & waste services",1,total,C2503,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Construction,1,total,C2503,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Wholesale trade,1,total,C2503,27
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Machinery & equipment wholesaling,2,total,C2503,15
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Other wholesale trade,2,total,C2503,12
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Retail trade,1,total,C2503,45
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Accommodation & food services,1,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,"Transport, postal, & warehousing",1,total,C2503,21
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Information media & telecommunications,1,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Publishing,2,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Motion picture,2,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Telecommunications,2,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Financial & insurance services,1,total,C2503,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Finance,2,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Insurance,2,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Auxiliary,2,total,C2503,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,"Rental, hiring, & real estate services",1,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,"Professional, scientific, & technical services",1,total,C2503,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Computer systems design,2,total,C2503,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Other professional scientific,2,total,C2503,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Administrative & support services,1,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Education & training,1,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Health care & social assistance,1,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Arts & recreation services,1,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,Other services,1,total,C2503,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - exchange rate volatility or level,total,0,total,C2503,183
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,total,0,6–19 employees,C2504,129
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,total,0,20–49 employees,C2504,72
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,total,0,50–99 employees,C2504,30
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,total,0,100+ employees,C2504,36
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,"Agriculture, forestry, & fishing",1,total,C2504,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Agriculture,2,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Commercial fishing,2,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Forestry & logging,2,total,C2504,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,"Agriculture, forestry, & fishing support services",2,total,C2504,9
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Mining,1,total,C2504,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Manufacturing,1,total,C2504,81
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,"Food, beverage, & tobacco",2,total,C2504,24
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,"Textile, clothing, footwear, & leather",2,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Wood & paper product,2,total,C2504,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,"Printing, publishing, & recorded media",2,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,"Petroleum, coal, chemical, & associated product",2,total,C2504,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Non-metallic mineral product,2,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Metal product,2,total,C2504,36
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Transport and industrial machinery & equipment,2,total,C2504,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Other machinery & equipment,2,total,C2504,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Other manufacturing,2,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,"Electricity, gas, water, & waste services",1,total,C2504,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Construction,1,total,C2504,12
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Wholesale trade,1,total,C2504,48
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Machinery & equipment wholesaling,2,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Other wholesale trade,2,total,C2504,45
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Retail trade,1,total,C2504,45
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Accommodation & food services,1,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,"Transport, postal, & warehousing",1,total,C2504,24
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Information media & telecommunications,1,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Publishing,2,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Motion picture,2,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Telecommunications,2,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Financial & insurance services,1,total,C2504,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Finance,2,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Insurance,2,total,C2504,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Auxiliary,2,total,C2504,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,"Rental, hiring, & real estate services",1,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,"Professional, scientific, & technical services",1,total,C2504,18
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Computer systems design,2,total,C2504,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Other professional scientific,2,total,C2504,18
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Administrative & support services,1,total,C2504,15
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Education & training,1,total,C2504,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Health care & social assistance,1,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Arts & recreation services,1,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,Other services,1,total,C2504,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - language and cultural difficulties,total,0,total,C2504,270
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,total,0,6–19 employees,C2505,141
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,total,0,20–49 employees,C2505,93
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,total,0,50–99 employees,C2505,45
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,total,0,100+ employees,C2505,51
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,"Agriculture, forestry, & fishing",1,total,C2505,9
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Agriculture,2,total,C2505,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Commercial fishing,2,total,C2505,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Forestry & logging,2,total,C2505,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,"Agriculture, forestry, & fishing support services",2,total,C2505,9
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Mining,1,total,C2505,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Manufacturing,1,total,C2505,129
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,"Food, beverage, & tobacco",2,total,C2505,36
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,"Textile, clothing, footwear, & leather",2,total,C2505,9
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Wood & paper product,2,total,C2505,12
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,"Printing, publishing, & recorded media",2,total,C2505,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,"Petroleum, coal, chemical, & associated product",2,total,C2505,9
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Non-metallic mineral product,2,total,C2505,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Metal product,2,total,C2505,21
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Transport and industrial machinery & equipment,2,total,C2505,24
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Other machinery & equipment,2,total,C2505,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Other manufacturing,2,total,C2505,9
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,"Electricity, gas, water, & waste services",1,total,C2505,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Construction,1,total,C2505,15
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Wholesale trade,1,total,C2505,48
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Machinery & equipment wholesaling,2,total,C2505,9
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Other wholesale trade,2,total,C2505,36
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Retail trade,1,total,C2505,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Accommodation & food services,1,total,C2505,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,"Transport, postal, & warehousing",1,total,C2505,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Information media & telecommunications,1,total,C2505,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Publishing,2,total,C2505,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Motion picture,2,total,C2505,0
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Telecommunications,2,total,C2505,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Financial & insurance services,1,total,C2505,12
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Finance,2,total,C2505,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Insurance,2,total,C2505,3
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,Auxiliary,2,total,C2505,6
Which of the following substantially limited this business' ability to manage its overseas workforce and/or offices? - difficulty monitoring overseas operations,"Rental, hiring, & real estate services",1,total,C2505,0
